Date,Open,High,Low,Close,Volume
2024-01-03T19:30:00,165.32,167.41,165.18,166.14,816343
2024-01-03T20:30:00,166.14,166.66,165.3,166.49,4669686
2024-01-03T21:30:00,166.49,167.89,166.23,167.89,3648645
2024-01-03T22:30:00,167.89,168.04,165.94,166.9,2255631
2024-01-03T23:30:00,166.9,167.93,166.8,167.27,2468123
2024-01-04T00:30:00,167.27,169.37,166.48,168.27,3312292
2024-01-04T01:30:00,168.27,168.68,166.68,166.85,2450996
2024-01-04T02:30:00,166.85,166.95,165.49,165.86,2824552
2024-01-04T03:30:00,165.86,167.89,165.58,166.62,2829465
2024-01-04T04:30:00,166.62,169.21,165.82,168.46,4227950
2024-01-04T05:30:00,168.46,169.34,167.15,167.31,1478731
2024-01-04T06:30:00,167.31,168.56,167.21,168.4,3645947
2024-01-04T07:30:00,168.4,169.43,167.66,168.21,4831393
2024-01-04T08:30:00,168.21,168.35,165.13,166.17,2004267
2024-01-04T09:30:00,166.17,166.47,165.19,165.23,4075661
2024-01-04T10:30:00,165.23,165.46,162.12,163.04,2936954
2024-01-04T11:30:00,163.04,164.01,162.4,163.37,3339307
2024-01-04T12:30:00,163.37,164.26,162.24,162.49,2258581
2024-01-04T13:30:00,162.49,163.87,159.95,160.37,909120
2024-01-04T14:30:00,160.37,162.47,158.7,160.75,2224499
2024-01-04T15:30:00,160.75,161.21,159.21,160.18,1674940
2024-01-04T16:30:00,160.18,160.69,160.05,160.21,4672562
2024-01-04T17:30:00,160.21,160.35,157.94,159.14,1502144
2024-01-04T18:30:00,159.14,160.08,157.13,157.87,2457898
2024-01-04T19:30:00,157.87,158.47,155.1,156.58,1393067
2024-01-04T20:30:00,156.58,157.39,154.37,154.44,2675665
2024-01-04T21:30:00,154.44,154.51,153.39,153.43,1362639
2024-01-04T22:30:00,153.43,153.96,151.31,152.14,4297970
2024-01-04T23:30:00,152.14,154.79,151.91,154.11,2762980
2024-01-05T00:30:00,154.11,154.79,153.41,153.68,4779308
2024-01-05T01:30:00,153.68,154.42,152.05,152.29,2806979
2024-01-05T02:30:00,152.29,156.13,150.89,155.65,3870230
2024-01-05T03:30:00,155.65,156.3,153.93,154.35,1037040
2024-01-05T04:30:00,154.35,154.62,152.81,153.49,1015276
2024-01-05T05:30:00,153.49,154.67,152.17,154.58,1072642
2024-01-05T06:30:00,154.58,155.85,153.44,155.65,2456857
2024-01-05T07:30:00,155.65,155.83,153.48,153.91,2261400
2024-01-05T08:30:00,153.91,155.37,151.29,151.81,2051672
2024-01-05T09:30:00,151.81,152.05,150.73,151.71,2018538
2024-01-05T10:30:00,151.71,151.94,150.94,151.51,4643352
2024-01-05T11:30:00,151.51,152.47,150.11,151.83,4766741
2024-01-05T12:30:00,151.83,154.44,150.33,154.15,4235969
2024-01-05T13:30:00,154.15,154.89,152.8,153.73,3333079
2024-01-05T14:30:00,153.73,154.78,150.94,150.99,2315956
2024-01-05T15:30:00,150.99,151.0,149.59,150.18,638089
2024-01-05T16:30:00,150.18,152.13,149.78,151.82,2819288
2024-01-05T17:30:00,151.82,151.93,151.3,151.67,2313656
2024-01-05T18:30:00,151.67,152.89,150.61,152.66,4876783
2024-01-05T19:30:00,152.66,154.32,152.45,153.84,954862
2024-01-05T20:30:00,153.84,154.04,152.86,153.33,3748751
2024-01-05T21:30:00,153.33,154.73,152.79,152.96,1086223
2024-01-05T22:30:00,152.96,153.02,150.87,151.72,1033523
2024-01-05T23:30:00,151.72,152.37,148.59,149.42,3186035
2024-01-06T00:30:00,149.42,150.41,147.53,147.93,3705598
2024-01-06T01:30:00,147.93,148.28,146.95,147.41,1306016
2024-01-06T02:30:00,147.41,148.85,146.68,147.64,4542573
2024-01-06T03:30:00,147.64,147.65,145.37,146.52,1889841
2024-01-06T04:30:00,146.52,147.14,145.73,146.08,3515543
2024-01-06T05:30:00,146.08,147.02,145.65,146.38,1162215
2024-01-06T06:30:00,146.38,148.41,145.5,148.29,620830
2024-01-06T07:30:00,148.29,148.31,147.5,147.76,3271060
2024-01-06T08:30:00,147.76,148.04,146.24,147.01,632576
2024-01-06T09:30:00,147.01,150.02,146.52,149.96,3794061
2024-01-06T10:30:00,149.96,150.57,149.82,150.54,1874186
2024-01-06T11:30:00,150.54,151.13,148.37,150.08,3449237
2024-01-06T12:30:00,150.08,150.41,149.11,149.29,2819543
2024-01-06T13:30:00,149.29,150.63,148.97,150.15,3697004
2024-01-06T14:30:00,150.15,152.03,149.92,150.49,3453557
2024-01-06T15:30:00,150.49,152.39,150.45,152.33,2219889
2024-01-06T16:30:00,152.33,152.65,152.0,152.34,2393094
2024-01-06T17:30:00,152.34,153.51,152.06,152.89,1232437
2024-01-06T18:30:00,152.89,153.06,151.05,151.09,1193980
2024-01-06T19:30:00,151.09,151.73,149.81,150.67,3082622
2024-01-06T20:30:00,150.67,151.98,150.39,151.86,4941248
2024-01-06T21:30:00,151.86,152.28,149.94,150.36,2200613
2024-01-06T22:30:00,150.36,151.69,147.36,147.81,522589
2024-01-06T23:30:00,147.81,148.3,146.82,147.14,3858574
2024-01-07T00:30:00,147.14,148.13,145.91,146.35,2214770
2024-01-07T01:30:00,146.35,146.71,144.15,144.91,3325525
2024-01-07T02:30:00,144.91,145.67,144.35,144.45,2250737
2024-01-07T03:30:00,144.45,145.44,142.36,142.78,2945280
2024-01-07T04:30:00,142.78,142.97,141.37,141.69,3915006
2024-01-07T05:30:00,141.69,142.67,140.58,140.97,3841536
2024-01-07T06:30:00,140.97,141.34,138.58,139.24,4973271
2024-01-07T07:30:00,139.24,140.48,138.29,139.64,1420577
2024-01-07T08:30:00,139.64,141.21,139.47,140.92,3208654
2024-01-07T09:30:00,140.92,142.32,140.7,141.03,1291893
2024-01-07T10:30:00,141.03,143.38,140.64,142.34,2832956
2024-01-07T11:30:00,142.34,143.49,142.21,142.77,3998983
2024-01-07T12:30:00,142.77,144.93,142.34,144.93,3454756
2024-01-07T13:30:00,144.93,145.07,143.23,143.74,3132470
2024-01-07T14:30:00,143.74,144.14,140.11,141.06,2966470
2024-01-07T15:30:00,141.06,141.46,139.95,140.19,2061339
2024-01-07T16:30:00,140.19,140.41,139.65,140.25,4407391
2024-01-07T17:30:00,140.25,145.11,140.13,144.19,4722400
2024-01-07T18:30:00,144.19,145.71,143.64,145.71,2619387
2024-01-07T19:30:00,145.71,147.99,145.67,147.63,2267794
2024-01-07T20:30:00,147.63,148.97,147.36,148.76,4019434
2024-01-07T21:30:00,148.76,149.14,147.05,147.96,3797531
2024-01-07T22:30:00,147.96,149.0,147.55,148.93,1392981
2024-01-07T23:30:00,148.93,149.22,147.63,148.99,4091057
2024-01-08T00:30:00,148.99,149.24,148.19,149.18,1949039
2024-01-08T01:30:00,149.18,149.46,148.1,148.81,1122078
2024-01-08T02:30:00,148.81,150.82,148.43,148.98,553312
2024-01-08T03:30:00,148.98,148.99,147.93,148.74,4625566
2024-01-08T04:30:00,148.74,148.86,148.39,148.43,563520
2024-01-08T05:30:00,148.43,149.52,148.35,148.78,4706520
2024-01-08T06:30:00,148.78,148.96,147.86,148.24,3916262
2024-01-08T07:30:00,148.24,149.88,148.22,149.45,4580008
2024-01-08T08:30:00,149.45,152.06,149.05,151.52,4255125
2024-01-08T09:30:00,151.52,152.44,149.0,150.18,1002233
2024-01-08T10:30:00,150.18,151.24,149.59,151.12,3215976
2024-01-08T11:30:00,151.12,154.74,150.46,154.61,4353194
2024-01-08T12:30:00,154.61,155.22,153.66,153.78,4051559
2024-01-08T13:30:00,153.78,154.05,151.76,153.56,4961196
2024-01-08T14:30:00,153.56,153.95,152.31,152.52,2249294
2024-01-08T15:30:00,152.52,153.4,151.41,152.17,1667722
2024-01-08T16:30:00,152.17,152.52,151.47,152.4,1914878
2024-01-08T17:30:00,152.4,153.4,151.39,151.4,2791262
2024-01-08T18:30:00,151.4,154.52,150.9,153.9,4245592
2024-01-08T19:30:00,153.9,154.22,153.89,153.98,526726
2024-01-08T20:30:00,153.98,154.25,152.8,153.14,2961035
2024-01-08T21:30:00,153.14,153.5,152.23,152.59,1410012
2024-01-08T22:30:00,152.59,153.17,151.26,151.8,3612110
2024-01-08T23:30:00,151.8,153.11,151.35,152.39,3077999
2024-01-09T00:30:00,152.39,152.42,150.78,151.37,581127
2024-01-09T01:30:00,151.37,152.61,150.82,152.56,2725915
2024-01-09T02:30:00,152.56,152.66,150.77,151.02,3621917
2024-01-09T03:30:00,151.02,153.51,150.61,152.26,2481144
2024-01-09T04:30:00,152.26,152.87,151.74,151.98,1810389
2024-01-09T05:30:00,151.98,152.09,151.13,151.32,3296721
2024-01-09T06:30:00,151.32,154.43,149.92,153.42,2236005
2024-01-09T07:30:00,153.42,153.74,152.1,153.19,2961916
2024-01-09T08:30:00,153.19,154.53,152.37,154.52,3733863
2024-01-09T09:30:00,154.52,155.5,153.83,155.35,3303849
2024-01-09T10:30:00,155.35,155.53,153.99,154.84,3395669
2024-01-09T11:30:00,154.84,156.97,154.49,156.4,3795648
2024-01-09T12:30:00,156.4,156.6,154.19,155.0,4500783
2024-01-09T13:30:00,155.0,155.3,153.05,153.47,2703253
2024-01-09T14:30:00,153.47,153.69,150.33,150.95,4681974
2024-01-09T15:30:00,150.95,151.45,149.52,150.55,4713353
2024-01-09T16:30:00,150.55,151.7,149.64,151.37,4539714
2024-01-09T17:30:00,151.37,152.54,149.52,152.08,2393122
2024-01-09T18:30:00,152.08,153.59,152.02,153.03,2651738
2024-01-09T19:30:00,153.03,155.64,152.34,155.44,3578478
2024-01-09T20:30:00,155.44,155.61,154.36,155.08,3333373
2024-01-09T21:30:00,155.08,155.58,154.05,154.67,1578206
2024-01-09T22:30:00,154.67,156.33,154.47,155.64,1004256
2024-01-09T23:30:00,155.64,156.01,154.05,154.74,2226466
2024-01-10T00:30:00,154.74,159.49,153.72,159.48,4398101
2024-01-10T01:30:00,159.48,159.76,158.8,159.08,682184
2024-01-10T02:30:00,159.08,159.49,156.13,157.31,3731151
2024-01-10T03:30:00,157.31,157.34,156.45,156.84,2994549
2024-01-10T04:30:00,156.84,157.04,155.11,155.58,4484784
2024-01-10T05:30:00,155.58,156.68,154.52,156.27,1170666
2024-01-10T06:30:00,156.27,157.73,153.09,153.44,1822474
2024-01-10T07:30:00,153.44,153.82,150.84,151.57,2357156
2024-01-10T08:30:00,151.57,152.39,151.05,151.46,4803478
2024-01-10T09:30:00,151.46,152.23,150.51,150.99,832720
2024-01-10T10:30:00,150.99,151.69,149.34,150.07,4974764
2024-01-10T11:30:00,150.07,150.1,147.64,148.25,3739689
2024-01-10T12:30:00,148.25,149.23,147.95,148.11,3617886
2024-01-10T13:30:00,148.11,148.57,148.03,148.26,1963646
2024-01-10T14:30:00,148.26,148.5,146.7,147.65,4332269
2024-01-10T15:30:00,147.65,150.87,146.96,150.45,706042
2024-01-10T16:30:00,150.45,152.95,150.34,152.83,4299089
2024-01-10T17:30:00,152.83,153.59,152.32,152.77,2489204
2024-01-10T18:30:00,152.77,154.65,152.47,153.77,4363622
2024-01-10T19:30:00,153.77,154.6,152.84,154.46,3797997
2024-01-10T20:30:00,154.46,157.74,154.26,156.66,3764316
2024-01-10T21:30:00,156.66,159.15,156.52,158.61,2213816
2024-01-10T22:30:00,158.61,159.04,157.12,157.4,1655518
2024-01-10T23:30:00,157.4,159.28,156.75,158.88,3725543
2024-01-11T00:30:00,158.88,159.41,157.84,158.31,4149673
2024-01-11T01:30:00,158.31,160.74,157.87,159.83,3532443
2024-01-11T02:30:00,159.83,160.43,157.88,158.26,3247064
2024-01-11T03:30:00,158.26,159.82,157.61,159.57,977337
2024-01-11T04:30:00,159.57,160.15,156.48,156.75,802259
2024-01-11T05:30:00,156.75,157.93,156.58,157.88,4476666
2024-01-11T06:30:00,157.88,158.27,156.16,156.48,4374352
2024-01-11T07:30:00,156.48,157.1,155.15,156.48,776288
2024-01-11T08:30:00,156.48,156.76,155.56,156.4,2456645
2024-01-11T09:30:00,156.4,157.02,154.02,154.48,3530970
2024-01-11T10:30:00,154.48,155.09,153.6,154.3,4088608
2024-01-11T11:30:00,154.3,155.93,153.54,155.7,4673267
2024-01-11T12:30:00,155.7,156.58,155.68,156.39,3039234
2024-01-11T13:30:00,156.39,156.7,152.65,153.25,4207435
2024-01-11T14:30:00,153.25,156.17,152.67,156.01,884266
2024-01-11T15:30:00,156.01,156.42,154.92,156.17,4264646
2024-01-11T16:30:00,156.17,157.1,154.39,154.9,4718808
2024-01-11T17:30:00,154.9,156.17,154.25,156.02,2475225
2024-01-11T18:30:00,156.02,159.77,154.36,159.48,4077023
2024-01-11T19:30:00,159.48,161.43,159.14,161.39,4747927
2024-01-11T20:30:00,161.39,161.52,159.61,160.19,2441249
2024-01-11T21:30:00,160.19,160.43,158.06,158.68,4618962
2024-01-11T22:30:00,158.68,160.03,157.53,159.36,2352950
2024-01-11T23:30:00,159.36,160.1,158.6,159.67,1578876
2024-01-12T00:30:00,159.67,160.02,157.86,158.7,2758319
2024-01-12T01:30:00,158.7,161.66,158.1,161.16,1225834
2024-01-12T02:30:00,161.16,162.96,160.99,162.11,2523497
2024-01-12T03:30:00,162.11,162.42,158.77,159.95,1555676
2024-01-12T04:30:00,159.95,160.48,158.66,158.78,1084590
2024-01-12T05:30:00,158.78,161.54,157.3,160.67,4207488
2024-01-12T06:30:00,160.67,161.51,160.42,160.89,3861365
2024-01-12T07:30:00,160.89,161.5,158.47,158.72,3010426
2024-01-12T08:30:00,158.72,159.55,158.42,159.28,4259001
2024-01-12T09:30:00,159.28,162.65,158.73,161.08,2741586
2024-01-12T10:30:00,161.08,161.34,156.61,158.42,2118283
2024-01-12T11:30:00,158.42,161.46,157.89,160.64,1561472
2024-01-12T12:30:00,160.64,163.11,160.14,162.3,4216002
2024-01-12T13:30:00,162.3,163.56,160.66,161.56,2151727
2024-01-12T14:30:00,161.56,161.7,161.14,161.6,1355509
2024-01-12T15:30:00,161.6,162.53,160.9,161.82,1938487
2024-01-12T16:30:00,161.82,162.66,158.7,159.56,4024225
2024-01-12T17:30:00,159.56,160.73,157.69,158.98,1870792
2024-01-12T18:30:00,158.98,159.45,157.81,158.45,3551946
2024-01-12T19:30:00,158.45,159.07,157.87,158.62,551167
2024-01-12T20:30:00,158.62,160.0,158.49,159.76,567893
2024-01-12T21:30:00,159.76,161.3,159.39,161.3,4432854
2024-01-12T22:30:00,161.3,162.51,160.19,161.77,1993989
2024-01-12T23:30:00,161.77,162.27,160.78,161.65,3669670
2024-01-13T00:30:00,161.65,162.79,161.63,162.49,4948433
2024-01-13T01:30:00,162.49,164.29,162.33,163.69,2172419
2024-01-13T02:30:00,163.69,165.61,162.69,165.57,2139712
2024-01-13T03:30:00,165.57,165.64,163.37,164.22,3029990
2024-01-13T04:30:00,164.22,164.31,162.7,163.74,1191354
2024-01-13T05:30:00,163.74,164.55,162.05,163.4,3352474
2024-01-13T06:30:00,163.4,165.21,163.31,163.74,897063
2024-01-13T07:30:00,163.74,163.86,162.71,162.88,2271664
2024-01-13T08:30:00,162.88,162.94,162.37,162.53,2869409
2024-01-13T09:30:00,162.53,163.34,162.12,163.3,4127207
2024-01-13T10:30:00,163.3,165.1,162.39,164.4,4086633
2024-01-13T11:30:00,164.4,165.54,163.0,165.44,1300785
2024-01-13T12:30:00,165.44,165.83,163.5,165.28,1472758
2024-01-13T13:30:00,165.28,167.0,164.99,166.99,1189430
2024-01-13T14:30:00,166.99,167.35,165.48,166.21,978097
2024-01-13T15:30:00,166.21,167.72,163.47,165.33,1760733
2024-01-13T16:30:00,165.33,168.11,164.06,167.24,3174309
2024-01-13T17:30:00,167.24,167.89,166.67,167.43,4498945
2024-01-13T18:30:00,167.43,168.84,165.98,168.45,1896081
2024-01-13T19:30:00,168.45,169.59,167.61,168.73,4399368
2024-01-13T20:30:00,168.73,168.79,168.42,168.44,2768893
2024-01-13T21:30:00,168.44,168.8,165.86,166.36,2853704
2024-01-13T22:30:00,166.36,167.07,165.64,166.95,4603732
2024-01-13T23:30:00,166.95,167.25,166.48,167.08,2063372
2024-01-14T00:30:00,167.08,167.33,166.68,167.2,887875
2024-01-14T01:30:00,167.2,168.56,167.1,168.1,4196411
2024-01-14T02:30:00,168.1,170.55,167.72,170.1,697849
2024-01-14T03:30:00,170.1,171.31,168.4,169.47,1991110
2024-01-14T04:30:00,169.47,170.19,168.03,168.6,4634982
2024-01-14T05:30:00,168.6,169.4,168.2,169.05,1054054
2024-01-14T06:30:00,169.05,169.35,168.76,169.17,1877938
2024-01-14T07:30:00,169.17,171.61,168.05,171.26,2419199
2024-01-14T08:30:00,171.26,172.78,170.85,172.2,610056
2024-01-14T09:30:00,172.2,176.11,171.18,174.99,4824453
2024-01-14T10:30:00,174.99,175.29,171.28,172.78,4530463
2024-01-14T11:30:00,172.78,173.44,171.33,171.86,4745703
2024-01-14T12:30:00,171.86,171.96,169.76,171.39,2265147
2024-01-14T13:30:00,171.39,171.68,167.03,167.82,4433774
2024-01-14T14:30:00,167.82,167.83,167.25,167.55,4165667
2024-01-14T15:30:00,167.55,169.78,167.09,169.2,3968115
2024-01-14T16:30:00,169.2,169.42,167.33,168.4,2494633
2024-01-14T17:30:00,168.4,168.81,167.22,168.28,2820017
2024-01-14T18:30:00,168.28,168.56,166.6,167.4,4199125
2024-01-14T19:30:00,167.4,169.69,167.1,167.9,4997068
2024-01-14T20:30:00,167.9,168.26,166.63,167.67,527046
2024-01-14T21:30:00,167.67,170.8,167.64,169.78,4871676
2024-01-14T22:30:00,169.78,171.52,169.35,170.7,1823068
2024-01-14T23:30:00,170.7,171.03,168.28,168.29,4662254
2024-01-15T00:30:00,168.29,169.96,167.69,169.85,658709
2024-01-15T01:30:00,169.85,171.78,169.13,171.43,4555672
2024-01-15T02:30:00,171.43,171.86,166.98,169.87,927706
2024-01-15T03:30:00,169.87,172.39,169.13,171.45,3402482
2024-01-15T04:30:00,171.45,171.94,168.74,169.76,4648925
2024-01-15T05:30:00,169.76,172.95,169.35,172.7,2527686
2024-01-15T06:30:00,172.7,174.44,170.69,174.05,1339445
2024-01-15T07:30:00,174.05,174.87,170.83,171.79,3186669
2024-01-15T08:30:00,171.79,173.11,170.73,171.41,834903
2024-01-15T09:30:00,171.41,172.16,169.14,169.96,984430
2024-01-15T10:30:00,169.96,172.08,168.54,171.62,1742709
2024-01-15T11:30:00,171.62,172.83,170.14,170.61,2416960
2024-01-15T12:30:00,170.61,173.95,170.43,173.08,2431784
2024-01-15T13:30:00,173.08,173.2,171.46,172.78,1311777
2024-01-15T14:30:00,172.78,173.6,171.73,172.39,2859547
2024-01-15T15:30:00,172.39,173.42,171.89,172.72,544633
2024-01-15T16:30:00,172.72,175.61,172.27,173.51,4760479
2024-01-15T17:30:00,173.51,174.64,173.22,174.41,597070
2024-01-15T18:30:00,174.41,174.57,172.12,173.17,3822028
2024-01-15T19:30:00,173.17,174.01,170.29,171.35,3576942
2024-01-15T20:30:00,171.35,172.13,168.54,169.6,3718771
2024-01-15T21:30:00,169.6,170.73,169.44,170.25,2715819
2024-01-15T22:30:00,170.25,170.37,169.55,169.69,3406665
2024-01-15T23:30:00,169.69,171.15,169.59,169.82,4324005
2024-01-16T00:30:00,169.82,173.2,169.53,172.85,940361
2024-01-16T01:30:00,172.85,174.03,172.14,172.35,1874931
2024-01-16T02:30:00,172.35,173.16,170.28,170.38,3420188
2024-01-16T03:30:00,170.38,170.88,169.29,169.98,3074665
2024-01-16T04:30:00,169.98,170.68,168.32,168.57,3199457
2024-01-16T05:30:00,168.57,171.27,168.03,170.49,2081580
2024-01-16T06:30:00,170.49,174.19,170.44,171.64,1649004
2024-01-16T07:30:00,171.64,172.89,171.24,172.24,2993778
2024-01-16T08:30:00,172.24,173.8,171.44,172.19,2570645
2024-01-16T09:30:00,172.19,174.08,172.0,173.84,2662357
2024-01-16T10:30:00,173.84,174.01,172.97,173.21,645820
2024-01-16T11:30:00,173.21,174.17,172.85,173.45,2487252
2024-01-16T12:30:00,173.45,173.77,170.97,171.56,2127522
2024-01-16T13:30:00,171.56,174.58,171.36,173.79,2516296
2024-01-16T14:30:00,173.79,174.32,171.79,172.35,4628546
2024-01-16T15:30:00,172.35,172.9,170.1,170.82,2892010
2024-01-16T16:30:00,170.82,171.96,170.58,171.93,3219895
2024-01-16T17:30:00,171.93,172.37,170.01,170.96,3295488
2024-01-16T18:30:00,170.96,171.93,169.53,170.14,3311452
2024-01-16T19:30:00,170.14,170.25,166.84,167.44,2181994
2024-01-16T20:30:00,167.44,167.45,166.75,166.83,4498567
2024-01-16T21:30:00,166.83,167.03,166.08,166.15,4662194
2024-01-16T22:30:00,166.15,166.24,165.1,166.05,1335298
2024-01-16T23:30:00,166.05,166.63,165.11,165.47,2399814
2024-01-17T00:30:00,165.47,165.65,163.87,164.44,3310720
2024-01-17T01:30:00,164.44,164.77,164.18,164.32,3716897
2024-01-17T02:30:00,164.32,165.86,162.86,163.55,4589501
2024-01-17T03:30:00,163.55,164.07,161.14,161.26,3415972
2024-01-17T04:30:00,161.26,161.72,159.98,160.21,2898627
2024-01-17T05:30:00,160.21,160.35,158.9,160.02,2763257
2024-01-17T06:30:00,160.02,162.06,159.11,161.13,1925629
2024-01-17T07:30:00,161.13,161.82,158.05,158.99,2326669
2024-01-17T08:30:00,158.99,159.69,156.33,156.94,3321224
2024-01-17T09:30:00,156.94,158.0,153.22,153.36,1083366
2024-01-17T10:30:00,153.36,154.59,151.88,152.5,3720990
2024-01-17T11:30:00,152.5,152.62,151.8,151.85,1904270
2024-01-17T12:30:00,151.85,152.8,151.4,152.67,1879548
2024-01-17T13:30:00,152.67,153.0,151.05,151.25,3227674
2024-01-17T14:30:00,151.25,153.51,149.71,153.39,1905892
2024-01-17T15:30:00,153.39,154.31,153.03,153.97,1479360
2024-01-17T16:30:00,153.97,154.62,152.75,153.79,1623392
2024-01-17T17:30:00,153.79,154.78,152.04,152.44,1142564
2024-01-17T18:30:00,152.44,152.53,149.11,149.41,3349212
2024-01-17T19:30:00,149.41,149.45,148.31,149.13,2008715
2024-01-17T20:30:00,149.13,149.16,146.86,147.64,1577253
2024-01-17T21:30:00,147.64,147.75,145.09,145.84,2797434
2024-01-17T22:30:00,145.84,146.99,145.77,146.53,1945551
2024-01-17T23:30:00,146.53,147.5,146.02,146.32,1116965
2024-01-18T00:30:00,146.32,146.67,144.93,145.61,3219392
2024-01-18T01:30:00,145.61,147.19,144.91,145.15,2672560
2024-01-18T02:30:00,145.15,148.7,144.79,148.33,4482181
2024-01-18T03:30:00,148.33,148.9,147.65,148.39,3179606
2024-01-18T04:30:00,148.39,151.27,147.33,150.36,1317399
2024-01-18T05:30:00,150.36,150.89,146.68,147.8,1011196
2024-01-18T06:30:00,147.8,148.28,146.92,148.2,3661824
2024-01-18T07:30:00,148.2,149.44,147.59,148.5,2547102
2024-01-18T08:30:00,148.5,149.2,148.05,148.16,1916446
2024-01-18T09:30:00,148.16,150.92,147.83,149.38,2383888
2024-01-18T10:30:00,149.38,149.87,147.6,148.75,3384824
2024-01-18T11:30:00,148.75,150.0,148.42,149.0,4520147
2024-01-18T12:30:00,149.0,149.9,148.02,148.95,4910354
2024-01-18T13:30:00,148.95,150.77,148.79,150.53,3961269
2024-01-18T14:30:00,150.53,151.67,150.26,150.94,3446496
2024-01-18T15:30:00,150.94,151.21,150.4,150.68,4975553
2024-01-18T16:30:00,150.68,151.97,149.94,151.97,1583730
2024-01-18T17:30:00,151.97,153.33,150.86,151.07,867539
2024-01-18T18:30:00,151.07,152.4,150.39,151.6,3400133
2024-01-18T19:30:00,151.6,153.43,151.23,151.59,1922884
2024-01-18T20:30:00,151.59,152.03,151.1,152.0,4026609
2024-01-18T21:30:00,152.0,152.7,150.9,151.26,1326594
2024-01-18T22:30:00,151.26,154.37,150.88,153.2,3251986
2024-01-18T23:30:00,153.2,154.72,151.88,152.4,1475207
2024-01-19T00:30:00,152.4,154.51,152.14,153.77,4380059
